model,metoda,pass_rate,IAE,Mp,ts,czas_s,ocena
zbiornik_1rz,siatka,100.0,3.148544197126412,0.895804503452444,23.178571428571427,0,0.18403677625903675
zbiornik_1rz,optymalizacja,100.0,3.3003090487282196,0.9392961037093869,23.7,0,0.1929388818327853
dwa_zbiorniki,optymalizacja,50.0,7.6525948893964575,20.782783114732915,47.712500000000006,0,22.307856158155186
dwa_zbiorniki,siatka,50.0,7.445513550932846,28.107297709290435,47.8,0,23.03409517745703
wahadlo_odwrocone,siatka,50.0,0.011306908042328812,33.32385736906308,3.1799999999999997,0,23.33272494414758
wahadlo_odwrocone,optymalizacja,50.0,0.01167866168689434,33.45859285364635,3.2199999999999998,0,23.346209645215243
wahadlo_odwrocone,ziegler_nichols,50.0,0.017441163444555794,47.51967018421571,5.6025,0,24.752490253324908
zbiornik_1rz,ziegler_nichols,28.57142857142857,2.9851970966664463,12.803649367725198,19.550000000000004,0,29.941349421101087
dwa_zbiorniki,ziegler_nichols,25.0,13.361851516814903,56.250138730677705,62.637499999999996,0,36.02586941857222
