t,r,y,u,e
28.650000000000002,1.0,0.6159079090428019,0.9994605643426567,0.3840920909571981
28.700000000000003,1.0,0.6165471631880629,0.9994603961993719,0.3834528368119371
28.75,1.0,0.6171853516329419,0.9994602301154641,0.38281464836705814
28.8,1.0,0.6178224761570278,0.9994600660845303,0.3821775238429722
28.85,1.0,0.618458538536933,0.9994599041001827,0.381541461463067
28.900000000000002,1.0,0.6190935405462982,0.9994597441560493,0.38090645945370183
28.950000000000003,1.0,0.6197274839557972,0.9994595862457737,0.38027251604420276
29.0,1.0,0.6203603705331426,0.999459430363015,0.37963962946685736
29.05,1.0,0.6209922020430898,0.9994592765014477,0.3790077979569102
29.1,1.0,0.6216229802474426,0.999459124654762,0.37837701975255744
29.150000000000002,1.0,0.622252706905058,0.9994589748166636,0.37774729309494204
29.200000000000003,1.0,0.622881383771851,0.9994588269808731,0.377118616228149
29.25,1.0,0.6235090126007998,0.999458681141127,0.37649098739920017
29.3,1.0,0.6241355951419505,0.9994585372911768,0.3758644048580495
29.35,1.0,0.6247611331424219,0.9994583954247895,0.3752388668575781
29.400000000000002,1.0,0.6253856283464108,0.9994582555357474,0.37461437165358924
29.450000000000003,1.0,0.6260090824951965,0.9994581176178479,0.3739909175048035
29.5,1.0,0.626631497327146,0.9994579816649035,0.37336850267285404
29.55,1.0,0.6272528745777186,0.9994578476707421,0.3727471254222814
29.6,1.0,0.6278732159794711,0.9994577156292066,0.3721267840205289
29.650000000000002,1.0,0.6284925232620623,0.999457585534155,0.3715074767379377
29.700000000000003,1.0,0.6291107981522579,0.9994574573794603,0.3708892018477421
29.75,1.0,0.6297280423739359,0.9994573311590109,0.37027195762606413
29.8,1.0,0.6303442576480905,0.9994572068667097,0.36965574235190946
29.85,1.0,0.6309594456928379,0.9994570844964749,0.3690405543071621
29.900000000000002,1.0,0.6315736082234202,0.9994569640422394,0.36842639177657976
29.950000000000003,1.0,0.6321867469522111,0.9994568454979513,0.3678132530477889
30.0,1.0,0.6327988635887201,0.9994567288575734,0.36720113641127994
30.05,1.0,0.6334099598395974,0.9994566141150832,0.36659004016040264
30.1,1.0,0.6340200374086388,0.9994565012644733,0.36597996259136123
30.150000000000002,1.0,0.6346290979967906,0.9994563902997508,0.36537090200320943
30.200000000000003,1.0,0.6352371433021542,0.9994562812149377,0.3647628566978458
30.25,1.0,0.6358441750199907,0.9994561740040705,0.3641558249800093
30.3,1.0,0.636450194842726,0.9994560686612007,0.363549805157274
30.35,1.0,0.6370552044599554,0.9994559651803941,0.36294479554004455
30.400000000000002,1.0,0.6376592055584485,0.9994558635557315,0.36234079444155154
30.450000000000003,1.0,0.6382621998221533,0.9994557637813077,0.36173780017784674
30.5,1.0,0.6388641889322018,0.9994556658512327,0.36113581106779824
30.55,1.0,0.6394651745669141,0.9994555697596306,0.3605348254330859
30.6,1.0,0.6400651584018037,0.9994554755006401,0.35993484159819633
30.650000000000002,1.0,0.6406641421095813,0.9994553830684142,0.35933585789041866
30.700000000000003,1.0,0.6412621273601605,0.9994552924571205,0.3587378726398395
30.75,1.0,0.6418591158206618,0.9994552036609411,0.3581408841793382
30.8,1.0,0.6424551091554175,0.999455116674072,0.3575448908445825
30.85,1.0,0.6430501090259764,0.999455031490724,0.35694989097402363
30.900000000000002,1.0,0.6436441170911082,0.9994549481051218,0.35635588290889175
30.950000000000003,1.0,0.6442371350068089,0.9994548665115047,0.3557628649931911
31.0,1.0,0.6448291644263044,0.999454786704126,0.35517083557369555
31.05,1.0,0.645420207000056,0.9994547086772533,0.354579792999944
31.1,1.0,0.6460102643757645,0.9994546324251683,0.3539897356242355
31.150000000000002,1.0,0.6465993381983751,0.9994545579421669,0.3534006618016249
31.200000000000003,1.0,0.6471874301100821,0.999454485222559,0.35281256988991794
31.25,1.0,0.647774541750333,0.9994544142606686,0.352225458249667
31.3,1.0,0.6483606747558338,0.9994543450508337,0.3516393252441662
31.35,1.0,0.6489458307605531,0.9994542775874066,0.3510541692394469
31.400000000000002,1.0,0.6495300113957267,0.999454211864753,0.35046998860427325
31.450000000000003,1.0,0.6501132182898626,0.9994541478772532,0.34988678171013743
31.5,1.0,0.650695453068745,0.9994540856193009,0.349304546931255
31.55,1.0,0.6512767173554392,0.9994540250853039,0.34872328264456076
31.6,1.0,0.6518570127702963,0.999453966269684,0.3481429872297037
31.650000000000002,1.0,0.6524363409309573,0.9994539091668764,0.34756365906904274
31.700000000000003,1.0,0.6530147034523579,0.9994538537713304,0.3469852965476421
31.75,1.0,0.6535921019467331,0.9994538000775092,0.3464078980532669
31.8,1.0,0.6541685380236217,0.9994537480798894,0.34583146197637826
31.85,1.0,0.6547440132898706,0.9994536977729614,0.34525598671012936
31.900000000000002,1.0,0.6553185293496395,0.9994536491512295,0.3446814706503605
31.950000000000003,1.0,0.6558920878044054,0.9994536022092112,0.34410791219559456
32.0,1.0,0.6564646902529672,0.9994535569414379,0.34353530974703284
32.050000000000004,1.0,0.6570363382914497,0.9994535133424546,0.3429636617085503
32.1,1.0,0.6576070335133086,0.9994534714068196,0.3423929664866914
32.15,1.0,0.6581767775093349,0.9994534311291051,0.3418232224906651
32.2,1.0,0.6587455718676591,0.9994533925038966,0.34125442813234086
32.25,1.0,0.659313418173756,0.999453355525793,0.340686581826244
32.300000000000004,1.0,0.6598803180104488,0.9994533201894065,0.3401196819895512
32.35,1.0,0.6604462729579136,0.9994532864893629,0.3395537270420864
32.4,1.0,0.6610112845936842,0.9994532544203016,0.3389887154063158
32.45,1.0,0.6615753544926561,0.9994532239768749,0.33842464550734386
32.5,1.0,0.6621384842270913,0.9994531951537485,0.3378615157729087
32.550000000000004,1.0,0.6627006753666221,0.9994531679456016,0.33729932463337786
32.6,1.0,0.6632619294782564,0.9994531423471263,0.33673807052174365
32.65,1.0,0.663822248126381,0.9994531183530284,0.336177751873619
32.7,1.0,0.6643816328727671,0.9994530959580264,0.3356183671272329
32.75,1.0,0.6649400852765739,0.9994530751568524,0.3350599147234261
32.800000000000004,1.0,0.6654976068943533,0.9994530559442514,0.33450239310564667
32.85,1.0,0.6660541992800544,0.9994530383149813,0.3339458007199456
32.9,1.0,0.6666098639850273,0.9994530222638135,0.3333901360149727
32.95,1.0,0.6671646025580281,0.9994530077855321,0.3328353974419719
